Time,Open,High,Low,Close,Volume
2025-05-24 15:00:00,108913.1,109169.6,108778.5,108889.2,10530.794
2025-05-24 16:00:00,108889.1,109057.8,108647.1,108959.7,10112.744
2025-05-24 17:00:00,108959.7,109165.8,108839.0,108876.3,5390.416
2025-05-24 18:00:00,108876.2,109040.6,108737.0,108780.7,1633.722
2025-05-24 19:00:00,108780.6,108971.3,108730.9,108912.7,1820.485
2025-05-24 20:00:00,108912.7,109084.8,108813.5,108817.1,1754.616
2025-05-24 21:00:00,108817.0,108824.9,108530.0,108788.4,1868.558
2025-05-24 22:00:00,108788.5,108788.5,107923.1,108052.8,9612.478
2025-05-24 23:00:00,108052.8,108366.0,107394.7,107698.9,23195.373
2025-05-25 00:00:00,107699.0,108082.8,107234.0,107392.5,9385.63
2025-05-25 01:00:00,107392.4,107958.0,107142.0,107602.3,7346.38
2025-05-25 02:00:00,107602.4,107947.0,107422.2,107877.3,4174.015
2025-05-25 03:00:00,107877.3,108210.0,107857.3,108045.4,4035.542
2025-05-25 04:00:00,108045.4,108234.4,107890.8,108196.2,3172.372
2025-05-25 05:00:00,108196.2,108250.1,107921.4,108065.1,1969.807
2025-05-25 06:00:00,108065.1,108097.9,107631.4,107902.2,4011.555
2025-05-25 07:00:00,107902.2,107902.2,107387.8,107637.1,5288.978
2025-05-25 08:00:00,107637.1,107650.5,106879.4,107065.3,9806.218
2025-05-25 09:00:00,107065.3,107214.7,106653.0,107083.9,11244.887
2025-05-25 10:00:00,107083.9,107348.3,106758.4,106903.4,6850.6
2025-05-25 11:00:00,106903.4,107235.3,106788.8,107214.0,4963.283
2025-05-25 12:00:00,107214.0,107572.4,107145.0,107476.5,7937.818
2025-05-25 13:00:00,107476.5,107698.4,107250.0,107474.8,3821.112
2025-05-25 14:00:00,107474.7,107592.7,107100.0,107314.9,5025.657
2025-05-25 15:00:00,107314.8,107379.5,106497.0,106927.9,16327.508
2025-05-25 16:00:00,106928.0,107200.0,106593.4,107129.9,6806.258
2025-05-25 17:00:00,107130.0,107330.8,107043.8,107323.0,2524.553
2025-05-25 18:00:00,107323.1,107565.3,107212.5,107361.6,2176.948
2025-05-25 19:00:00,107361.5,107888.0,107361.0,107656.3,2908.944
2025-05-25 20:00:00,107656.3,107706.8,107369.2,107632.0,2552.037
2025-05-25 21:00:00,107632.0,107864.7,107118.8,107406.7,3348.869
2025-05-25 22:00:00,107406.8,109169.0,107292.3,109122.6,23349.362
2025-05-25 23:00:00,109122.6,109285.1,108499.2,108955.9,10437.47
2025-05-26 00:00:00,108956.0,109571.1,108616.6,109500.1,9168.767
2025-05-26 01:00:00,109500.1,109856.0,109174.5,109500.1,11840.511
2025-05-26 02:00:00,109500.1,109738.0,109151.3,109353.2,5808.33
2025-05-26 03:00:00,109353.2,109730.0,109233.9,109587.0,4478.383
2025-05-26 04:00:00,109587.1,109698.2,109450.0,109497.0,3927.14
2025-05-26 05:00:00,109497.0,109648.3,109327.4,109591.6,3640.247
2025-05-26 06:00:00,109591.5,109919.8,109475.7,109885.3,4764.096
2025-05-26 07:00:00,109885.3,110197.9,109677.4,110049.9,9490.064
2025-05-26 08:00:00,110049.9,110138.8,109551.0,109619.9,5234.481
2025-05-26 09:00:00,109620.0,109939.0,109545.6,109663.2,4178.418
2025-05-26 10:00:00,109663.2,109815.5,109508.8,109589.7,2519.871
2025-05-26 11:00:00,109589.7,109791.7,109500.0,109736.7,2946.62
2025-05-26 12:00:00,109736.6,110048.2,109608.8,109781.5,3778.301
2025-05-26 13:00:00,109781.6,109935.2,109412.9,109549.2,5724.32
2025-05-26 14:00:00,109549.1,109700.0,109456.5,109616.1,5896.073
2025-05-26 15:00:00,109616.1,110400.0,109486.0,109963.2,14901.373
2025-05-26 16:00:00,109963.2,110394.7,109042.3,109347.1,17652.52
2025-05-26 17:00:00,109347.1,109662.3,108850.0,109138.0,7659.264
2025-05-26 18:00:00,109138.0,109432.9,108957.0,109067.3,4268.358
2025-05-26 19:00:00,109067.3,109147.4,108807.0,109074.3,4644.354
2025-05-26 20:00:00,109074.4,109615.7,108894.0,109547.7,4318.779
2025-05-26 21:00:00,109547.7,109613.4,109085.7,109297.9,2729.611
2025-05-26 22:00:00,109297.9,109863.2,109115.2,109143.8,4355.953
2025-05-26 23:00:00,109143.8,109420.6,109009.0,109386.8,3066.386
2025-05-27 00:00:00,109386.8,109633.8,109084.0,109104.8,3830.727
2025-05-27 01:00:00,109104.8,109105.2,107438.0,108354.4,28818.043
2025-05-27 02:00:00,108354.4,108659.1,107855.0,108220.0,8364.705
2025-05-27 03:00:00,108220.1,109285.4,108220.0,108844.9,10567.158
2025-05-27 04:00:00,108845.0,109319.5,108808.5,108895.7,4775.325
2025-05-27 05:00:00,108895.6,108937.1,108483.0,108866.4,6288.232
2025-05-27 06:00:00,108866.5,109233.1,108780.6,108780.6,6559.859
2025-05-27 07:00:00,108780.7,109600.0,108780.6,109488.0,7275.161
2025-05-27 08:00:00,109488.0,109729.5,109440.2,109651.3,7002.536
2025-05-27 09:00:00,109651.4,109861.5,109366.9,109788.5,8097.338
2025-05-27 10:00:00,109788.5,109814.2,109571.5,109647.9,3087.924
