Time,Open,High,Low,Close,Volume
2024-12-03,95890.6,96375.0,93605.0,95913.3,206601.98
2024-12-04,95913.3,99099.9,94650.8,98669.8,275949.205
2024-12-05,98669.8,104630.4,90200.0,97001.5,580277.391
2024-12-06,97001.6,101988.8,96429.5,99802.5,282369.608
2024-12-07,99802.5,100499.0,98876.9,99899.2,95858.658
2024-12-08,99899.2,101457.9,98709.4,101200.0,109755.676
2024-12-09,101200.1,101300.0,94039.7,97349.1,326973.59
2024-12-10,97349.1,98320.6,94265.5,96602.4,291490.744
2024-12-11,96602.3,101880.0,95650.0,101115.3,221807.705
2024-12-12,101115.3,102538.4,99280.2,99982.4,215219.075
2024-12-13,99982.3,101869.5,99149.6,101371.9,152437.318
2024-12-14,101371.9,102638.0,100559.8,101381.0,107680.549
2024-12-15,101381.0,105374.6,101200.1,104460.4,157733.916
2024-12-16,104460.5,107777.0,103264.6,106023.2,274395.756
2024-12-17,106023.2,108366.8,105252.0,106074.6,197773.912
2024-12-18,106074.6,106484.6,99951.1,100181.1,328581.935
2024-12-19,100181.2,102756.7,95681.2,97434.4,372968.463
2024-12-20,97434.3,98243.0,92272.6,97764.4,396188.795
2024-12-21,97764.5,99485.0,96375.0,97261.8,161258.48
2024-12-22,97261.7,97437.9,94200.0,95153.5,148114.735
2024-12-23,95153.4,96499.0,92464.4,94861.1,247211.855
2024-12-24,94861.0,99450.0,93525.6,98627.2,211610.632
2024-12-25,98626.9,99580.7,97570.0,99379.7,124696.892
2024-12-26,99379.6,99950.0,95153.0,95751.0,194857.651
2024-12-27,95750.9,97564.5,93440.0,94258.9,206008.243
2024-12-28,94258.9,95700.0,94100.0,95259.1,67991.349
2024-12-29,95259.1,95300.0,92961.8,93700.0,95047.934
2024-12-30,93699.9,95031.6,91510.0,92759.3,222343.593
2024-12-31,92759.3,96254.3,92000.0,93548.9,178648.116
2025-01-01,93548.8,95161.2,92796.5,94580.9,91236.66
2025-01-02,94580.9,97822.4,94357.4,96967.5,181645.495
2025-01-03,96967.6,98949.0,96061.5,98145.7,125220.674
2025-01-04,98145.7,98760.9,97438.2,98173.2,71914.634
2025-01-05,98173.2,98852.6,97227.0,98340.2,74949.289
2025-01-06,98340.2,102444.0,97872.6,102180.4,207493.329
2025-01-07,102180.5,102762.1,96153.0,96920.3,258711.309
2025-01-08,96920.2,97242.2,92500.0,95014.1,262012.113
2025-01-09,95014.0,95358.7,91055.8,92505.9,257760.902
2025-01-10,92506.0,95882.5,92173.6,94675.5,261942.954
2025-01-11,94675.6,94988.0,93802.1,94562.5,64661.763
2025-01-12,94562.4,95444.0,93661.1,94499.9,77298.133
2025-01-13,94499.9,95934.5,88909.0,94485.3,361150.49
2025-01-14,94485.4,97353.9,94305.4,96514.9,212859.661
2025-01-15,96514.9,100658.9,96450.2,100460.0,222417.566
2025-01-16,100460.0,100850.0,97293.6,99937.4,216802.52
2025-01-17,99937.4,105784.0,99902.0,104042.5,249449.969
2025-01-18,104042.6,104962.1,102242.8,104524.3,167940.092
2025-01-19,104524.3,106450.0,99600.0,101311.5,280949.178
2025-01-20,101311.5,110000.0,99501.0,102247.6,530508.18
2025-01-21,102247.7,107241.6,100097.2,106114.5,273296.828
2025-01-22,106115.4,106390.0,103211.6,103664.9,151243.528
2025-01-23,103664.9,106840.2,101211.0,103864.1,418154.019
2025-01-24,103864.0,107076.5,102680.0,104808.1,165746.95
2025-01-25,104808.0,105274.7,104040.6,104702.0,65630.163
2025-01-26,104702.0,105496.9,102450.3,102560.1,75787.087
2025-01-27,102560.0,103216.5,97680.0,102021.3,325689.874
2025-01-28,102021.3,103797.0,100235.0,101279.6,169917.261
2025-01-29,101279.7,104755.0,101269.7,103698.2,169989.952
2025-01-30,103698.1,106450.0,103224.5,104676.9,136967.4
2025-01-31,104676.9,106000.0,101509.0,102379.7,172237.817
2025-02-01,102379.8,102734.9,100215.0,100603.6,90863.091
2025-02-02,100603.6,101426.0,96029.6,97664.5,232934.693
2025-02-03,97664.5,102456.0,91130.3,101293.7,455088.034
2025-02-04,101293.6,101729.3,96100.0,97709.9,262746.203
2025-02-05,97710.0,99124.2,96106.1,96553.2,151379.666
2025-02-06,96553.2,99093.0,95613.5,96515.1,161521.013
2025-02-07,96515.0,100112.4,95555.0,96454.5,223373.629
2025-02-08,96454.5,96850.0,95600.0,96411.9,69050.432
2025-02-09,96412.0,97301.7,94650.1,96423.6,101177.286
2025-02-10,96423.6,98328.0,95200.1,97379.2,132932.545
2025-02-11,97379.2,98482.2,94814.3,95731.4,154832.904
2025-02-12,95731.4,98090.9,94003.9,97816.3,202448.079
2025-02-13,97816.3,98053.8,95160.1,96560.6,142240.526
2025-02-14,96560.6,98792.8,96225.7,97445.1,144452.957
2025-02-15,97445.2,97941.2,97170.0,97538.0,47418.593
2025-02-16,97538.0,97665.8,96002.0,96067.0,56684.873
2025-02-17,96067.0,97000.0,95150.6,95743.2,105576.986
2025-02-18,95743.1,96737.3,93321.6,95622.0,179173.362
2025-02-19,95622.0,96878.7,95012.5,96598.0,124996.873
2025-02-20,96597.9,98662.1,96366.0,98252.9,129180.172
2025-02-21,98252.8,99431.5,94830.4,96127.9,250618.273
2025-02-22,96128.0,96988.0,95701.9,96503.3,65792.15
2025-02-23,96503.3,96602.9,95180.2,96218.4,69298.691
2025-02-24,96218.4,96470.0,91300.0,91514.5,217488.75
2025-02-25,91514.5,92500.0,86020.4,88639.1,472296.502
2025-02-26,88639.1,89367.1,82222.0,84208.5,401141.821
2025-02-27,84208.6,87066.0,82667.0,84668.1,269408.53
2025-02-28,84668.2,85084.5,78200.2,84299.6,536343.231
2025-03-01,84299.6,86516.5,83779.0,86007.7,146996.671
2025-03-02,86007.7,94971.0,85015.0,94222.8,364711.538
2025-03-03,94222.0,94373.4,85029.0,86192.7,436032.402
2025-03-04,86193.3,88931.0,81200.0,87245.9,432434.798
2025-03-05,87245.9,91000.0,86328.0,90566.1,279001.09
2025-03-06,90566.1,92780.3,87790.5,89887.8,303058.632
2025-03-07,89887.9,91257.7,84600.0,86753.8,452474.195
2025-03-08,86753.8,86876.5,85108.0,86184.7,96106.187
2025-03-09,86184.7,86470.6,79933.4,80688.8,221609.348
2025-03-10,80690.7,84031.5,77410.1,78567.8,416386.797
2025-03-11,78567.8,83600.0,76560.0,82896.0,390779.169
2025-03-12,82896.0,84487.0,80578.5,83640.7,306171.124
2025-03-13,83640.7,84307.1,79903.4,81085.4,247960.052
2025-03-14,81085.5,85270.2,80772.0,83939.8,233544.708
2025-03-15,83939.9,84625.0,83564.5,84302.9,76674.97
2025-03-16,84303.0,85136.0,81925.6,82541.6,174630.7
2025-03-17,82541.6,84727.1,82384.0,83962.9,182662.082
2025-03-18,83963.0,83979.8,81113.5,82666.1,188897.749
2025-03-19,82666.2,86990.0,82501.8,86809.8,251961.741
2025-03-20,86809.8,87500.0,83613.6,84183.6,242943.492
2025-03-21,84183.6,84813.6,83122.0,84050.3,144422.271
2025-03-22,84050.3,84509.0,83589.5,83804.9,52218.652
2025-03-23,83804.9,86110.9,83761.2,86044.2,90899.873
2025-03-24,86044.1,88752.0,85478.3,87463.4,210907.484
2025-03-25,87463.4,88500.0,86260.0,87369.8,173505.289
2025-03-26,87369.9,88270.2,85816.3,86873.8,187956.695
2025-03-27,86873.9,87722.4,85724.5,87191.2,163451.689
2025-03-28,87191.2,87470.0,83531.7,84380.8,222284.56
2025-03-29,84380.8,84589.7,81601.0,82604.7,135513.705
2025-03-30,82604.8,83490.0,81501.4,82352.8,109565.925
2025-03-31,82353.1,83895.8,81222.0,82517.5,212064.576
